subject	explanation	seed	level	grammaticality	age	language	comments	sent_with_corefs
25	he wanted to learn how to run a garden	Jack read a book about gardening	0	good	23	English	None at this time	Jack wanted to learn how to run a garden
25	he wanted some fresh vegetables	Jack read a book about gardening	1	good	23	English	None at this time	Jack wanted some fresh vegetables
25	they taste a lot better than store bought	Jack read a book about gardening	2	good	23	English	None at this time	they taste a lot better than store bought
25	they haven't been sitting	Jack read a book about gardening	3	good	23	English	None at this time	they haven't been sitting
25	they were freshly cut	Jack read a book about gardening	4	unknown	23	English	None at this time	they were freshly cut
25	he wanted something to eat	Tom cooked dinner	0	good	23	English	None at this time	Tom wanted something to eat
25	his stomach was making noises	Tom cooked dinner	1	good	23	English	None at this time	Tom's stomach was making noises
25	he didn't eat for a long time	Tom cooked dinner	2	good	23	English	None at this time	Tom didn't eat for a long time
25	the amount of work he had to finish	Tom cooked dinner	3	bad	23	English	None at this time	the amount of work Tom had to finish
25	he was putting it off	Tom cooked dinner	4	unknown	23	English	None at this time	Tom was putting the amount of work Tom off
25	it was broken	Sam repaired his bicycle	0	good	23	English	None at this time	his bicycle was broken
25	someone crashed it	Sam repaired his bicycle	1	good	23	English	None at this time	someone crashed his bicycle
25	they were being careless	Sam repaired his bicycle	2	good	23	English	None at this time	they were being careless
25	they didn't respect Sam	Sam repaired his bicycle	3	unknown	23	English	None at this time	they didn't respect Sam
26	he needed toilet paper.	John went to the store	0	good	51	English	This was pretty fun thanks!	John needed toilet paper
26	he had overnight guests	John went to the store	1	good	51	English	This was pretty fun thanks!	John had overnight guests
26	his best friend was in town	John went to the store	2	good	51	English	This was pretty fun thanks!	John's best friend was in town
26	he had a job interview	John went to the store	3	good	51	English	This was pretty fun thanks!	John 's best friend had a job interview
26	he recently left his wife	John went to the store	4	unknown	51	English	This was pretty fun thanks!	he recently John 's best friend's his wife
26	the bus service was unavailable	Maya drove to work	0	good	51	English	This was pretty fun thanks!	the bus service was unavailable
26	a large crater formed in the intersection	Maya drove to work	1	good	51	English	This was pretty fun thanks!	a large crater formed in the intersection
26	a water main broke	Maya drove to work	2	good	51	English	This was pretty fun thanks!	a water main broke
26	poor installation by the contractors	Maya drove to work	3	good	51	English	This was pretty fun thanks!	poor installation by the contractors
26	they underbid the job to get the work	Maya drove to work	4	unknown	51	English	This was pretty fun thanks!	the contractors underbid the job to get the work
26	his dishwasher was broken	Alex did the dishes	0	good	51	English	This was pretty fun thanks!	Alex's dishwasher was broken
26	his children had put crayons in it	Alex did the dishes	1	good	51	English	This was pretty fun thanks!	Alex's children had put crayons in Alex 's dishwasher
26	they didn't like the colors and wanted to change them	Alex did the dishes	2	good	51	English	This was pretty fun thanks!	they didn't like the colors and wanted to change them
26	they thought the colors were too dark	Alex did the dishes	3	good	51	English	This was pretty fun thanks!	children had put crayons in Alex 's dishwasher thought the colors were too dark
26	they were trying to draw pictures of snowflakes	Alex did the dishes	4	unknown	51	English	This was pretty fun thanks!	they were trying to draw pictures of snowflakes
26	the salad was unavailable	Amy ate a sandwich	0	good	51	English	This was pretty fun thanks!	the salad was unavailable
26	the lettuce was not shipped in time	Amy ate a sandwich	1	good	51	English	This was pretty fun thanks!	the lettuce was not shipped in time
26	a snow squall prevented the crop from being picked	Amy ate a sandwich	2	good	51	English	This was pretty fun thanks!	a snow squall prevented the crop from being picked
26	the workers could not access the fields	Amy ate a sandwich	3	good	51	English	This was pretty fun thanks!	the workers could not access the fields
26	large amounts of wet snow made the ground muddy	Amy ate a sandwich	4	unknown	51	English	This was pretty fun thanks!	large amounts of wet snow made the ground muddy
26	his auto was in the shop and he needed transportation	Sam repaired his bicycle	0	good	51	English	This was pretty fun thanks!	Sam's auto was in the shop and Sam needed transportation
26	he previously had been in an accident	Sam repaired his bicycle	1	good	51	English	This was pretty fun thanks!	Sam previously had been in an accident
26	an opposum with babies had crossed the highway as he was passing	Sam repaired his bicycle	2	good	51	English	This was pretty fun thanks!	an opposum with babies had crossed the highway as he was passing
26	there was a pack of coyotes moving from the hills towards them	Sam repaired his bicycle	3	unknown	51	English	This was pretty fun thanks!	there was a pack of coyotes moving from the hills towards babies
27	he was told to	Alex did the dishes	0	good	31	English	none	Alex was told to
27	his mom didn't want to do them.	Alex did the dishes	1	good	31	English	none	Alex's mom didn't want to do them
27	she was busy buying crack	Alex did the dishes	2	good	31	English	none	she was busy buying crack
27	shes an addict	Alex did the dishes	3	good	31	English	none	shes an addict
27	her father touched her	Alex did the dishes	4	unknown	31	English	none	her father touched her
27	it was broken	Sam repaired his bicycle	0	good	31	English	none	his bicycle was broken
27	someone tried to steal it	Sam repaired his bicycle	1	good	31	English	none	someone tried to steal his bicycle
27	they wanted crack money	Sam repaired his bicycle	2	good	31	English	none	they wanted crack money
27	they're an addict	Sam repaired his bicycle	3	good	31	English	none	they're an addict
27	they made some bad life choices	Sam repaired his bicycle	4	unknown	31	English	none	they made some bad life choices
27	he wanted to grow pot	Jack read a book about gardening	0	good	31	English	none	Jack wanted to grow pot
27	buying weed is expensive	Jack read a book about gardening	1	good	31	English	none	buying weed is expensive
27	the federal war on drugs has artificially inflated prices	Jack read a book about gardening	2	good	31	English	none	the federal war on drugs has artificially inflated prices
27	more risk equals more reward	Jack read a book about gardening	3	good	31	English	none	more risk equals more reward
27	people want to be paid for risking their lives	Jack read a book about gardening	4	unknown	31	English	none	people want to be paid for risking their lives
27	her old one was stolen	Meg bought a new computer	0	good	31	English	none	Meg old one was stolen
27	someone broke into her house	Meg bought a new computer	1	good	31	English	none	someone broke into Meg house
27	they wanted her things	Meg bought a new computer	2	good	31	English	none	they wanted Meg things
27	they could sell them for drugs	Meg bought a new computer	3	good	31	English	none	they could sell them for drugs
27	fence's don't ask a lot of questions	Meg bought a new computer	4	unknown	31	English	none	fence's don't ask a lot of questions
27	he wanted a steak	Tom cooked dinner	0	good	31	English	none	Tom wanted a steak
27	meat is delicious	Tom cooked dinner	1	good	31	English	none	meat is delicious
27	evolution designed us to derive nutrition from many sources	Tom cooked dinner	2	good	31	English	none	evolution designed us to derive nutrition from many sources
27	omnivores have a better chance of surviving in rapidly changing conditions	Tom cooked dinner	3	unknown	31	English	none	omnivores have a better chance of surviving in rapidly changing conditions
28	the chain fell off	Sam repaired his bicycle	0	good	25	English		the chain fell off
28	he was riding to fast	Sam repaired his bicycle	1	good	25	English		Sam was riding to fast
28	people were chasing him	Sam repaired his bicycle	2	good	25	English		people were chasing Sam
28	he robbed a bank	Sam repaired his bicycle	3	good	25	English		Sam robbed a bank
28	he needed money	Sam repaired his bicycle	4	unknown	25	English		Sam needed money
28	they were dirty	Alex did the dishes	0	good	25	English		they were dirty
28	nobody else cleaned them	Alex did the dishes	1	good	25	English		nobody else cleaned them
28	they are lazy	Alex did the dishes	2	good	25	English		they are lazy
28	Alex lets them be lazy	Alex did the dishes	3	good	25	English		Alex lets them be lazy
28	he has no back bone	Alex did the dishes	4	unknown	25	English		Alex has no back bone
28	her old one was slow	Meg bought a new computer	0	good	25	English		Meg old one was slow
28	it was old	Meg bought a new computer	1	good	25	English		Meg old one was old
28	she bought it years ago	Meg bought a new computer	2	good	25	English		Meg bought Meg old one years ago
28	she hasn't bought one since then	Meg bought a new computer	3	good	25	English		Meg hasn't bought one since then
28	she didn't have the money	Meg bought a new computer	4	unknown	25	English		Meg didn't have the money
28	she was hungry	Amy ate a sandwich	0	good	25	English		Amy was hungry
28	she hadn't eaten	Amy ate a sandwich	1	good	25	English		Amy hadn't eaten
28	she was busy	Amy ate a sandwich	2	good	25	English		Amy was busy
28	she had to work	Amy ate a sandwich	3	good	25	English		Amy had to work
28	she needed money	Amy ate a sandwich	4	unknown	25	English		Amy needed money
28	she needed to mail something	Jane went to the post office	0	good	25	English		Jane needed to mail something
28	NO_RESPONSE	Jane went to the post office	1	unknown	25	English		NO_RESPONSE
28	it was to far to walk	Maya drove to work	0	good	25	English		it was to far to walk
28	NO_RESPONSE	Maya drove to work	1	unknown	25	English		NO_RESPONSE
29	it was broken	Sam repaired his bicycle	0	good	27	English		his bicycle was broken
29	he had crashed and bent the fender	Sam repaired his bicycle	1	good	27	English		Sam had crashed and bent the fender
29	he wasn't paying attention to where he was going	Sam repaired his bicycle	2	good	27	English		Sam wasn't paying attention to where Sam was going
29	he saw a pretty girl	Sam repaired his bicycle	3	good	27	English		Sam saw a pretty girl
29	she was wearing a red dress	Sam repaired his bicycle	4	unknown	27	English		she was wearing a red dress
29	he wanted to learn how to grow vegetables	Jack read a book about gardening	0	good	27	English		Jack wanted to learn how to grow vegetables
29	the vegetables at the store weren't very good	Jack read a book about gardening	1	good	27	English		the vegetables at the store weren't very good
29	they were covered in pesticides	Jack read a book about gardening	2	good	27	English		they were covered in pesticides
29	there had been a problem with pests that season	Jack read a book about gardening	3	good	27	English		there had been a problem with pests that season
29	the weather was unseasonably warm	Jack read a book about gardening	4	unknown	27	English		the weather was unseasonably warm
29	he needed milk	John went to the store	0	good	27	English		John needed milk
29	he wanted cereal for breakfast	John went to the store	1	good	27	English		John wanted cereal for breakfast
29	he had no more oatmeal	John went to the store	2	good	27	English		John had no more oatmeal
29	he ate all of the oatmeal earlier in the week	John went to the store	3	good	27	English		John ate all of the oatmeal earlier in the week
29	it was his favorite breakfast food	John went to the store	4	unknown	27	English		it the week John's favorite breakfast food
29	they were dirty	Alex did the dishes	0	good	27	English		they were dirty
29	he had made a complicated dinner the night before	Alex did the dishes	1	good	27	English		Alex had made a complicated dinner the night before
29	he had a date that night	Alex did the dishes	2	good	27	English		Alex had a date that night
29	he'd called around to see if a friend of his was available	Alex did the dishes	3	good	27	English		Alex d called around to see if a friend of Alex's was available
29	he'd always found her cute	Alex did the dishes	4	unknown	27	English		a friend of Alex d always found her cute
29	he was hungry	Tom cooked dinner	0	good	27	English		Tom was hungry
29	He'd skipped lunch	Tom cooked dinner	1	good	27	English		He'd skipped lunch
29	he was very busy at work	Tom cooked dinner	2	good	27	English		Tom was very busy at work
29	there were many projects going on	Tom cooked dinner	3	unknown	27	English		there were many projects going on
