subject	explanation	seed	level	grammaticality	age	language	comments	sent_with_corefs	baby_cavemanese	cavemanese	S	N	P	O	S'	N'	P'	O'	tense
17	he was interested in gardening	Jack read a book about gardening	2	good	35	English		Jack was interested in gardening	Jack interested	Jack interested gardening	Jack		interested	gardening					past
17	he wanted to start a garden	Jack read a book about gardening	3	good	35	English		Jack wanted to start a garden	Jack want	Jack want start garden	Jack		want				start	garden	future
17	he was interested in gardening	Jack read a book about gardening	4	unknown	35	English		Jack was interested in gardening	Jack interested	Jack interested gardening	Jack		interested	gardening					past
17	they needed to be done	Alex did the dishes	0	good	35	English		they needed to be done	they need	they need do	they		need				do		past
17	they were dirty	Alex did the dishes	1	good	35	English		they were dirty	they dirty	they dirty	they		dirty						past
17	they had been used	Alex did the dishes	2	good	35	English		they had been used	they used	they used	they		used						past
17	food had been placed on them	Alex did the dishes	3	good	35	English		food had been placed on them	food placed	food placed they	food		placed	they					past
17	that's what you use dishes for	Alex did the dishes	4	unknown	35	English		that's what you use dishes for	that be	that be	that		be						present
17	it was broken	Sam repaired his bicycle	0	good	35	English		his bicycle was broken	bicycle broken	bicycle broken	bicycle		broken						past
17	it was used roughly	Sam repaired his bicycle	1	good	35	English		his bicycle was used roughly	bicycle used	bicycle used	bicycle		used						past
17	the owner did not care for it	Sam repaired his bicycle	2	good	35	English		the owner did not care for his bicycle	owner not care	owner not care bicycle	owner	not	care	bicycle					past
17	the owner was a horrible person	Sam repaired his bicycle	3	good	35	English		the owner was a horrible person	owner person	owner person	owner		person						past
17	he was brought up wrong	Sam repaired his bicycle	4	unknown	35	English		a horrible person was brought up wrong	person brought	person brought	person		brought						past
17	raw dinner is unhealthy	Tom cooked dinner	0	good	35	English		raw dinner is unhealthy	dinner unhealthy	dinner unhealthy	dinner		unhealthy						present
17	you can die from eating raw meat	Tom cooked dinner	1	good	35	English		you can die from eating raw meat	you die	you die eat	you		die	eat					future
17	bacteria on the meat can infect and kill you	Tom cooked dinner	2	good	35	English		bacteria on the meat can infect and kill you	bacterium infect	bacterium infect you	bacterium		infect	you					future
17	that's what bacteria do	Tom cooked dinner	3	unknown	35	English		that's what bacteria do	that be	that be	that		be						present
18	he was asked to	Alex did the dishes	0	good	29	english		Alex was asked to	Alex asked	Alex asked to	Alex		asked				to		past
18	his mother wanted him to.	Alex did the dishes	1	good	29	english		Alex's mother wanted Alex to	mother want	mother want to	mother		want	to					future
18	she was tired.	Alex did the dishes	2	good	29	english		she was tired	she tired	she tired	she		tired						past
18	she'd made the meal.	Alex did the dishes	3	good	29	english		mother wanted Alex to d made the meal	mother want	mother want	mother		want						past
18	they needed to eat.	Alex did the dishes	4	unknown	29	english		they needed to eat	they need	they need eat	they		need				eat		future
18	her old one was broken.	Meg bought a new computer	0	good	29	english		Meg old one was broken	one broken	one broken	one		broken						past
18	it was old.	Meg bought a new computer	1	good	29	english		Meg old one was old	one old	one old	one		old						past
18	she'd bought it a long time ago.	Meg bought a new computer	2	good	29	english		Meg d bought it a long time ago	d buy	d buy it	d		buy	it					past
18	she needed one for school.	Meg bought a new computer	3	good	29	english		Meg needed one for school	Meg need	Meg need school	Meg		need	school					future
18	she had essays to write.	Meg bought a new computer	4	unknown	29	english		Meg had essays to write	Meg have	Meg have essay	Meg		have	essay					past
18	it interested him.	Jack read a book about gardening	0	good	29	english		a book interested Jack	book	book			book						future
18	he wondered how to grow vegetables.	Jack read a book about gardening	1	good	29	english		Jack wondered how to grow vegetables	Jack wonder	Jack wonder	Jack		wonder						past
18	he thought eating fresh vegetables would be good	Jack read a book about gardening	2	good	29	english		Jack thought eating fresh vegetables would be good	Jack think	Jack think eat	Jack		think				eat		past
18	they are healthful.	Jack read a book about gardening	3	good	29	english		they are healthful	they healthful	they healthful	they		healthful						present
18	they provide nutrients	Jack read a book about gardening	4	unknown	29	english		they provide nutrients	they provide	they provide nutrient	they		provide	nutrient					present
18	he was hungry	Tom cooked dinner	0	good	29	english		Tom was hungry	Tom hungry	Tom hungry	Tom		hungry						past
18	he'd worked all day	Tom cooked dinner	1	good	29	english		Tom d worked all day	d work	d work	d		work						past
18	that was his job	Tom cooked dinner	2	good	29	english		that was Tom's job	that job	that job	that		job						past
18	he was offered that job	Tom cooked dinner	3	good	29	english		Tom was offered that job	Tom offered	Tom offered	Tom		offered						past
18	he had expertise	Tom cooked dinner	4	unknown	29	english		Tom had expertise	Tom have	Tom have expertise	Tom		have	expertise					past
18	he needed groceries	John went to the store	0	good	29	english		John needed groceries	John need	John need grocery	John		need	grocery					future
18	he had eaten all his food	John went to the store	1	good	29	english		John had eaten all John's food	John eat	John eat food	John		eat	food					past
18	he hadn't been shopping in a while	John went to the store	2	good	29	english		John hadn't been shopping in a while	John not shop	John not shop while	John	not	shop	while					past
18	he didn't want to go shopping	John went to the store	3	unknown	29	english		John didn't want to go shopping	John not want	John not want go shopping	John	not	want				go	shopping	past
19	she needed to make money.	Maya drove to work	0	good	36	English	Thanks! That was fun. Sorry for some of the silly responses.	Maya needed to make money	maya need	maya need make money	maya		need				make	money	future
19	 she had to pay her rent	Maya drove to work	1	good	36	English	Thanks! That was fun. Sorry for some of the silly responses.	Maya she had to Maya her rent	rent have	rent have maya	rent		have	maya					future
19	she had to have a place to live	Maya drove to work	2	good	36	English	Thanks! That was fun. Sorry for some of the silly responses.	Maya had to have a place to live	maya have	maya have have place	maya		have				have	place	future
19	without a place to live she would be homeless	Maya drove to work	3	good	36	English	Thanks! That was fun. Sorry for some of the silly responses.	without a place to live Maya her rent would be homeless	without	without			without						future
19	she didn't have anywhere else to live	Maya drove to work	4	unknown	36	English	Thanks! That was fun. Sorry for some of the silly responses.	Maya her rent didn't have anywhere else to live	maya	maya			maya						past
19	she was hungry	Amy ate a sandwich	0	good	36	English	Thanks! That was fun. Sorry for some of the silly responses.	Amy was hungry	Amy hungry	Amy hungry	Amy		hungry						past
19	she hadn't eaten in a long time	Amy ate a sandwich	1	good	36	English	Thanks! That was fun. Sorry for some of the silly responses.	Amy hadn't eaten in a long time	Amy not eat	Amy not eat time	Amy	not	eat	time					past
19	she forgot to eat while playing water polo	Amy ate a sandwich	2	good	36	English	Thanks! That was fun. Sorry for some of the silly responses.	Amy forgot to eat while playing water polo	Amy forget	Amy forget eat	Amy		forget				eat		past
19	your not supposed to eat while swimming	Amy ate a sandwich	3	good	36	English	Thanks! That was fun. Sorry for some of the silly responses.	your not supposed to eat while swimming	you not	you not	you		not						past
19	you can get stomach aches	Amy ate a sandwich	4	unknown	36	English	Thanks! That was fun. Sorry for some of the silly responses.	you can get stomach aches	you get	you get ache	you		get	ache					future
19	he needed a gun	John went to the store	0	good	36	English	Thanks! That was fun. Sorry for some of the silly responses.	John needed a gun	John need	John need gun	John		need	gun					future
19	people had been breaking into his house	John went to the store	1	good	36	English	Thanks! That was fun. Sorry for some of the silly responses.	people had been breaking into John's house	people break	people break house	people		break	house					past
19	he had lots of gold	John went to the store	2	good	36	English	Thanks! That was fun. Sorry for some of the silly responses.	John had lots of gold	John have	John have lot	John		have	lot					past
19	he invested in gold a long time ago	John went to the store	3	good	36	English	Thanks! That was fun. Sorry for some of the silly responses.	John invested in gold a long time ago	John invest	John invest gold	John		invest	gold					past
19	it was a good investment	John went to the store	4	unknown	36	English	Thanks! That was fun. Sorry for some of the silly responses.	a long time ago was a good investment	investment	investment			investment						past
19	he wanted to mail a letter	Jane went to the post office	0	good	36	English	Thanks! That was fun. Sorry for some of the silly responses.	he wanted to mail a letter	he want	he want mail letter	he		want				mail	letter	future
19	he wanted to tell his ex-wife how much he disliked her	Jane went to the post office	1	good	36	English	Thanks! That was fun. Sorry for some of the silly responses.	he wanted to tell his ex-wife how much he disliked her	he want	he want tell ex-wife	he		want				tell	ex-wife	past
19	she was a bad person	Jane went to the post office	2	good	36	English	Thanks! That was fun. Sorry for some of the silly responses.	his ex-wife was a bad person	ex-wife person	ex-wife person	ex-wife		person						past
19	she told him he would never amount to anything	Jane went to the post office	3	good	36	English	Thanks! That was fun. Sorry for some of the silly responses.	his ex-wife told him he would never amount to anything	ex-wife tell	ex-wife tell he	ex-wife		tell	he					past
19	he didn't really amount to anything	Jane went to the post office	4	unknown	36	English	Thanks! That was fun. Sorry for some of the silly responses.	he didn't really amount to anything	he not amount	he not amount anything	he	not	amount	anything					past
19	it had a flat tire	Sam repaired his bicycle	0	good	36	English	Thanks! That was fun. Sorry for some of the silly responses.	his bicycle had a flat tire	bicycle have	bicycle have tire	bicycle		have	tire					past
19	he almost got in an accident	Sam repaired his bicycle	1	good	36	English	Thanks! That was fun. Sorry for some of the silly responses.	Sam almost got in an accident	Sam get	Sam get accident	Sam		get	accident					past
19	he came around a corner to fast	Sam repaired his bicycle	2	good	36	English	Thanks! That was fun. Sorry for some of the silly responses.	Sam came around a corner to fast	Sam come	Sam come to	Sam		come	to					past
19	he was trying to show off	Sam repaired his bicycle	3	unknown	36	English	Thanks! That was fun. Sorry for some of the silly responses.	Sam was trying to show off	Sam try	Sam try show	Sam		try				show		past
20	she was scheduled to be there	Maya drove to work	0	good	36	English		Maya was scheduled to be there	maya scheduled	maya scheduled be	maya		scheduled				be		past
20	it wasn't her day off.	Maya drove to work	1	good	36	English		it wasn't Maya day off	it not day	it not day	it	not	day						past
20	Her boss said she had to work	Maya drove to work	2	good	36	English		Her boss said Maya had to work	boss say	boss say	boss		say						future
20	he needed her	Maya drove to work	3	good	36	English		Her boss needed Maya	boss need	boss need	boss		need						future
20	the store was busy	Maya drove to work	4	unknown	36	English		the store was busy	store busy	store busy	store		busy						past
20	he was hungry	Tom cooked dinner	0	good	36	English		Tom was hungry	Tom hungry	Tom hungry	Tom		hungry						past
20	he had not eaten lunch	Tom cooked dinner	1	good	36	English		Tom had not eaten lunch	Tom not eat	Tom not eat lunch	Tom	not	eat	lunch					past
20	the meeting ran late	Tom cooked dinner	2	good	36	English		the meeting ran late	meeting run	meeting run	meeting		run						past
20	there were a lot of disagreements	Tom cooked dinner	3	good	36	English		there were a lot of disagreements	lot be	lot be	lot		be						past
20	no one could agree	Tom cooked dinner	4	unknown	36	English		no one could agree	one agree	one agree	one		agree						future
20	He needed milk	John went to the store	0	good	36	English		He needed milk	he need	he need milk	he		need	milk					future
20	the jug was empty	John went to the store	1	good	36	English		the jug was empty	jug empty	jug empty	jug		empty						past
20	someone drank it all	John went to the store	2	good	36	English		someone drank the jug all	all drink	all drink jug	all		drink	jug					past
20	they were thirsty	John went to the store	3	good	36	English		they were thirsty	they thirsty	they thirsty	they		thirsty						past
20	it was hot outside	John went to the store	4	unknown	36	English		the jug was hot outside	jug hot	jug hot outside	jug		hot	outside					past
20	it was broke	Sam repaired his bicycle	0	good	36	English		his bicycle was broke	bicycle broke	bicycle broke	bicycle		broke						past
20	he crashed it into a pole	Sam repaired his bicycle	1	good	36	English		Sam crashed his bicycle into a pole	Sam crash	Sam crash pole	Sam		crash	pole					past
20	he wasn't looking where he was going	Sam repaired his bicycle	2	good	36	English		Sam wasn't looking where Sam was going	Sam not look	Sam not look	Sam	not	look						past
20	he was daydreaming	Sam repaired his bicycle	3	good	36	English		Sam was daydreaming	Sam daydream	Sam daydream	Sam		daydream						past
20	he was thinking about a girl	Sam repaired his bicycle	4	unknown	36	English		Sam was thinking about a girl	Sam think	Sam think girl	Sam		think	girl					past
20	her old one quit working	Meg bought a new computer	0	good	36	English		Meg old one quit working	Meg	Meg			Meg						past
20	lightning struck it	Meg bought a new computer	1	good	36	English		lightning struck one	lightning strike	lightning strike one	lightning		strike	one					past
20	she left it plugged in	Meg bought a new computer	2	good	36	English		Meg old one left one plugged in	Meg leave	Meg leave one	Meg		leave	one					past
20	she was in a hurry when she left	Meg bought a new computer	3	unknown	36	English		Meg old one was in a hurry when Meg old one left	one be	one be hurry	one		be	hurry					past
21	she had to mail a letter.	Jane went to the post office	0	good	35	English	thank you very much	Jane had to mail a letter	Jane have	Jane have mail letter	Jane		have				mail	letter	future
21	she wanted to contact her aunt.	Jane went to the post office	1	good	35	English	thank you very much	Jane wanted to contact Jane aunt	Jane want	Jane want contact aunt	Jane		want				contact	aunt	future
21	her neice passed away.	Jane went to the post office	2	good	35	English	thank you very much	Jane neice passed away	neice pass	neice pass	neice		pass						past
21	she was sick.	Jane went to the post office	3	good	35	English	thank you very much	Jane neice was sick	neice sick	neice sick	neice		sick						past
21	she caught the bird flu.	Jane went to the post office	4	unknown	35	English	thank you very much	Jane caught the bird flu	Jane catch	Jane catch flu	Jane		catch	flu					past
21	he was hungry.	Tom cooked dinner	0	good	35	English	thank you very much	Tom was hungry	Tom hungry	Tom hungry	Tom		hungry						past
21	he hadn't eaten all day.	Tom cooked dinner	1	good	35	English	thank you very much	Tom hadn't eaten all day	Tom not eat	Tom not eat	Tom	not	eat						past
21	he was busy.	Tom cooked dinner	2	good	35	English	thank you very much	Tom was busy	Tom busy	Tom busy	Tom		busy						past
21	he was working on his car.	Tom cooked dinner	3	good	35	English	thank you very much	Tom was working on Tom's car	Tom work	Tom work car	Tom		work	car					past
21	the engine blew up.	Tom cooked dinner	4	unknown	35	English	thank you very much	the engine blew up	engine blow	engine blow	engine		blow						past
21	the tire was flat.	Sam repaired his bicycle	0	good	35	English	thank you very much	the tire was flat	tire flat	tire flat	tire		flat						past
21	he ran over a nail.	Sam repaired his bicycle	1	good	35	English	thank you very much	Sam ran over a nail	Sam run	Sam run nail	Sam		run	nail					past
21	he was riding on a bad road.	Sam repaired his bicycle	2	good	35	English	thank you very much	Sam was riding on a bad road	Sam ride	Sam ride road	Sam		ride	road					past
21	he had to take a detour.	Sam repaired his bicycle	3	good	35	English	thank you very much	Sam had to take a detour	Sam have	Sam have take detour	Sam		have				take	detour	future
21	the bridge was out.	Sam repaired his bicycle	4	unknown	35	English	thank you very much	the bridge was out	bridge be	bridge be	bridge		be						past
21	her old one broke.	Meg bought a new computer	0	good	35	English	thank you very much	Meg old one broke	Meg break	Meg break	Meg		break						past
21	she got a virus on it.	Meg bought a new computer	1	good	35	English	thank you very much	Meg old one got a virus on it	Meg get	Meg get it	Meg		get	it					past
21	she clicked on a bad link.	Meg bought a new computer	2	good	35	English	thank you very much	Meg old one clicked on a bad link	Meg click	Meg click link	Meg		click	link					past
21	it promised her money.	Meg bought a new computer	3	good	35	English	thank you very much	it promised one old one money	it promise	it promise money	it		promise	money					past
21	it was a scam.	Meg bought a new computer	4	unknown	35	English	thank you very much	one was a scam	one scam	one scam	one		scam						past
21	it was quicker than walking.	Maya drove to work	0	good	35	English	thank you very much	it was quicker than walking	it quicker	it quicker walk	it		quicker	walk					past
21	cars are faster than people.	Maya drove to work	1	good	35	English	thank you very much	cars are faster than people	car be	car be people	car		be	people					present
21	they have engines.	Maya drove to work	2	good	35	English	thank you very much	people have engines	people have	people have engine	people		have	engine					present
21	that is how they run.	Maya drove to work	3	unknown	35	English	thank you very much	that is how people run	that be	that be	that		be						present
22	she was hungry	Amy ate a sandwich	0	good	23	english		Amy was hungry	Amy hungry	Amy hungry	Amy		hungry						past
22	she had not eaten yet	Amy ate a sandwich	1	good	23	english		Amy had not eaten yet	Amy not eat	Amy not eat	Amy	not	eat						past
22	she did not like breakfast	Amy ate a sandwich	2	good	23	english		Amy did not like breakfast	Amy not like	Amy not like breakfast	Amy	not	like	breakfast					past
22	the eggs were too runny	Amy ate a sandwich	3	good	23	english		the eggs were too runny	egg runny	egg runny	egg		runny						past
22	they had not been cooked as long as she likes	Amy ate a sandwich	4	unknown	23	english		they had not been cooked as long as Amy likes	they not cooked	they not cooked	they	not	cooked						past
22	she needed to mail a letter	Jane went to the post office	0	good	23	english		Jane needed to mail a letter	Jane need	Jane need mail letter	Jane		need				mail	letter	future
22	she needed to let everyone know about her wedding date	Jane went to the post office	1	good	23	english		Jane needed to let everyone know about Jane wedding date	Jane need	Jane need let	Jane		need				let		present
22	she wanted them to come to the wedding	Jane went to the post office	2	good	23	english		Jane wanted them to come to the wedding	Jane want	Jane want they come wedding	Jane		want		they		come	wedding	future
22	she found their company pleasant	Jane went to the post office	3	good	23	english		Jane found their company pleasant	Jane find	Jane find company pleasant	Jane		find		company		pleasant		past
22	they were kind and friendly	Jane went to the post office	4	unknown	23	english		they were kind and friendly	they kind	they kind	they		kind						past
22	the chain was broken	Sam repaired his bicycle	0	good	23	english		the chain was broken	chain broken	chain broken	chain		broken						past
22	it had caught on a stick while dirt biking	Sam repaired his bicycle	1	good	23	english		the chain had caught on a stick while dirt biking	chain catch	chain catch stick	chain		catch	stick					past
22	he had not been careful enough	Sam repaired his bicycle	2	good	23	english		Sam had not been careful enough	Sam not careful	Sam not careful	Sam	not	careful						past
22	He was biking with friends	Sam repaired his bicycle	3	good	23	english		He was biking with friends	he biking	he biking friend	he		biking	friend					past
22	it's much more fun to be with friends than alone	Sam repaired his bicycle	4	unknown	23	english		biking with friends's much more fun to be with friends than alone	biking	biking fun			biking	fun					future
22	he had a guest coming over	Tom cooked dinner	0	good	23	english		Tom had a guest coming over	Tom have	Tom have guest	Tom		have	guest					past
22	he wanted to impress her	Tom cooked dinner	1	good	23	english		Tom wanted to impress her	Tom want	Tom want impress she	Tom		want				impress	she	future
22	he thought she was a kind woman	Tom cooked dinner	2	good	23	english		Tom thought she was a kind woman	Tom think	Tom think	Tom		think						past
22	he had seen her help a small boy when he fell down	Tom cooked dinner	3	good	23	english		Tom had seen a kind woman help a small boy when Tom fell down	Tom see	Tom see	Tom		see						past
22	the small boy had not been paying attention and tripped	Tom cooked dinner	4	unknown	23	english		the small boy had not been paying attention and tripped	boy not pay	boy not pay attention	boy	not	pay	attention					past
22	her old computer had become obsolete	Meg bought a new computer	0	good	23	english		Meg old computer had become obsolete	computer become	computer become	computer		become						past
22	it was ten years old	Meg bought a new computer	1	good	23	english		Meg old computer was ten years old	computer old	computer old	computer		old						past
22	she had not been able to afford a new one before then	Meg bought a new computer	2	good	23	english		Meg had not been able to afford a new one before then	Meg not able	Meg not able afford before	Meg	not	able				afford	before	past
22	she had to pay off student loan debts	Meg bought a new computer	3	unknown	23	english		Meg had to pay off student loan debts	Meg have	Meg have pay debt	Meg		have				pay	debt	future
23	she was hungry	Amy ate a sandwich	0	good	23	English	It was fun and imaginative	Amy was hungry	Amy hungry	Amy hungry	Amy		hungry						past
23	she hadn't eaten all day	Amy ate a sandwich	1	good	23	English	It was fun and imaginative	Amy hadn't eaten all day	Amy not eat	Amy not eat	Amy	not	eat						past
23	she was very busy	Amy ate a sandwich	2	good	23	English	It was fun and imaginative	Amy was very busy	Amy busy	Amy busy	Amy		busy						past
23	she was planning her wedding	Amy ate a sandwich	3	good	23	English	It was fun and imaginative	Amy was planning Amy wedding	Amy plan	Amy plan wedding	Amy		plan	wedding					past
23	she is to be married in two months	Amy ate a sandwich	4	unknown	23	English	It was fun and imaginative	Amy is to be married in two months	Amy be	Amy be marry month	Amy		be				marry	month	past
23	his sink was full of dirty dishes	Alex did the dishes	0	good	23	English	It was fun and imaginative	Alex's sink was full of dirty dishes	sink full	sink full dish	sink		full	dish					past
23	he just made dinner	Alex did the dishes	1	good	23	English	It was fun and imaginative	Alex just made dinner	Alex make	Alex make dinner	Alex		make	dinner					past
23	he was hungry	Alex did the dishes	2	good	23	English	It was fun and imaginative	Alex was hungry	Alex hungry	Alex hungry	Alex		hungry						past
23	he just came home from a long day at work	Alex did the dishes	3	good	23	English	It was fun and imaginative	Alex just came home from a long day at work	Alex come	Alex come work	Alex		come	work					past
23	he had to work overtime	Alex did the dishes	4	unknown	23	English	It was fun and imaginative	Alex had to work overtime	Alex have	Alex have work overtime	Alex		have				work	overtime	future
23	he needed to buy groceries	John went to the store	0	good	23	English	It was fun and imaginative	John needed to buy groceries	John need	John need buy grocery	John		need				buy	grocery	future
23	he was out of several things	John went to the store	1	good	23	English	It was fun and imaginative	John was out of several things	John be	John be thing	John		be	thing					past
23	he hadn't gone shopping for a while	John went to the store	2	good	23	English	It was fun and imaginative	John hadn't gone shopping for a while	John not go	John not go shopping	John	not	go	shopping					past
23	he has been busy	John went to the store	3	good	23	English	It was fun and imaginative	John has been busy	John busy	John busy	John		busy						past
23	he has a lot going on right now	John went to the store	4	unknown	23	English	It was fun and imaginative	John has a lot going on right now	John have	John have lot	John		have	lot					present
23	the bus wasn't available today	Maya drove to work	0	good	23	English	It was fun and imaginative	the bus wasn't available today	bus not available	bus not available	bus	not	available						past
23	it wasn't running today	Maya drove to work	1	good	23	English	It was fun and imaginative	the bus wasn't running today	bus not run	bus not run	bus	not	run						past
23	the bus driver was sick	Maya drove to work	2	good	23	English	It was fun and imaginative	the bus driver was sick	driver sick	driver sick	driver		sick						past
23	there is a cold going around	Maya drove to work	3	good	23	English	It was fun and imaginative	there is a cold going around	cold be	cold be	cold		be						present
23	people get sick	Maya drove to work	4	unknown	23	English	It was fun and imaginative	people get sick	people sick	people sick	people		sick						present
23	the tire was flat	Sam repaired his bicycle	0	good	23	English	It was fun and imaginative	the tire was flat	tire flat	tire flat	tire		flat						past
23	he ran over a piece of glass	Sam repaired his bicycle	1	good	23	English	It was fun and imaginative	Sam ran over a piece of glass	Sam run	Sam run piece	Sam		run	piece					past
23	somebody smashed a bottle in the street	Sam repaired his bicycle	2	good	23	English	It was fun and imaginative	somebody smashed a bottle in the street	somebody smash	somebody smash street	somebody		smash	street					past
23	some people are not considerate	Sam repaired his bicycle	3	unknown	23	English	It was fun and imaginative	some people are not considerate	people not considerate	people not considerate	people	not	considerate						present
24	he wants to start a garden	Jack read a book about gardening	0	good	27	English		Jack wants to start a garden	Jack want	Jack want start garden	Jack		want				start	garden	future
24	he would like to eat fresh fruit and vegetables	Jack read a book about gardening	1	good	27	English		Jack would like to eat fresh fruit and vegetables	Jack like	Jack like eat fruit	Jack		like				eat	fruit	future
24	he wants to be more healthy	Jack read a book about gardening	2	good	27	English		Jack wants to be more healthy	Jack want	Jack want healthy	Jack		want				healthy		future
24	he wants to have a higher quality of living	Jack read a book about gardening	3	good	27	English		Jack wants to have a higher quality of living	Jack want	Jack want have quality	Jack		want				have	quality	future
24	he wants to be happier	Jack read a book about gardening	4	unknown	27	English		Jack wants to be happier	Jack want	Jack want happier	Jack		want				happier		future
24	she enjoys driving	Maya drove to work	0	good	27	English		Maya enjoys driving	maya enjoy	maya enjoy drive	maya		enjoy				drive		present
24	it's fun to her	Maya drove to work	1	good	27	English		it's fun to Maya	it fun	it fun maya	it		fun	maya					present
24	she enjoys the feel of the road	Maya drove to work	2	good	27	English		Maya enjoys the feel of the road	maya enjoy	maya enjoy feel	maya		enjoy	feel					present
24	it's a pleasant experience	Maya drove to work	3	good	27	English		it's a pleasant experience	it experience	it experience	it		experience						present
24	she can feel the power under her feet	Maya drove to work	4	unknown	27	English		Maya can feel the power under Maya feet	maya feel	maya feel foot	maya		feel	foot					future
24	he wants to ride his bike	Sam repaired his bicycle	0	good	27	English		Sam wants to ride Sam's bike	Sam want	Sam want ride bike	Sam		want				ride	bike	future
24	he wants to exercise more	Sam repaired his bicycle	1	good	27	English		Sam wants to exercise more	Sam want	Sam want exercise more	Sam		want				exercise	more	future
24	he wants to get in shape	Sam repaired his bicycle	2	good	27	English		Sam wants to get in shape	Sam want	Sam want get shape	Sam		want				get	shape	future
24	he wants to live a healthier life	Sam repaired his bicycle	3	good	27	English		Sam wants to live a healthier life	Sam want	Sam want live life	Sam		want				live	life	future
24	he wants to feel better about himself	Sam repaired his bicycle	4	unknown	27	English		Sam wants to feel better about himself	Sam want	Sam want feel himself	Sam		want				feel	himself	future
24	he was hungry	Tom cooked dinner	0	good	27	English		Tom was hungry	Tom hungry	Tom hungry	Tom		hungry						past
24	he hadn't eaten all day	Tom cooked dinner	1	good	27	English		Tom hadn't eaten all day	Tom not eat	Tom not eat	Tom	not	eat						past
24	he was busy	Tom cooked dinner	2	good	27	English		Tom was busy	Tom busy	Tom busy	Tom		busy						past
24	he has a job	Tom cooked dinner	3	good	27	English		Tom has a job	Tom have	Tom have job	Tom		have	job					present
24	he needs to pay his bills	Tom cooked dinner	4	unknown	27	English		Tom needs to pay Tom's bills	Tom need	Tom need pay bill	Tom		need				pay	bill	future
24	she needed one	Meg bought a new computer	0	good	27	English		Meg needed one	Meg need	Meg need one	Meg		need	one					future
24	her work requires a computer	Meg bought a new computer	1	good	27	English		Meg work requires a computer	work require	work require computer	work		require	computer					future
24	a lot of her work is online	Meg bought a new computer	2	good	27	English		a lot of Meg work is online	lot online	lot online	lot		online						present
24	it's the nature of her profession	Meg bought a new computer	3	unknown	27	English		a lot of Meg work's the nature of Meg profession	lot	lot work			lot	work					future
25	it was time for her shift.	Maya drove to work	0	good	23	English	None at this time	it was time for Maya shift	it time	it time shift	it		time	shift					past
25	she was scheduled to work today	Maya drove to work	1	good	23	English	None at this time	Maya was scheduled to work today	maya scheduled	maya scheduled work	maya		scheduled				work		past
25	the manager thought it was best	Maya drove to work	2	good	23	English	None at this time	the manager thought it was best	manager think	manager think	manager		think						past
25	the hours worked for everybody	Maya drove to work	3	good	23	English	None at this time	the hours worked for everybody	hour work	hour work everybody	hour		work	everybody					past
25	it didn't conflict with anyone	Maya drove to work	4	unknown	23	English	None at this time	the hours didn't conflict with anyone	hour not conflict	hour not conflict anyone	hour	not	conflict	anyone					past
25	she was hungry	Amy ate a sandwich	0	good	23	English	None at this time	Amy was hungry	Amy hungry	Amy hungry	Amy		hungry						past
25	she hasn't had a meal in hours	Amy ate a sandwich	1	good	23	English	None at this time	Amy hasn't had a meal in hours	Amy not have	Amy not have meal	Amy	not	have	meal					past
25	she was busy running errands	Amy ate a sandwich	2	good	23	English	None at this time	Amy was busy running errands	Amy busy	Amy busy	Amy		busy						past
25	today was the only day that was free	Amy ate a sandwich	3	good	23	English	None at this time	today was the only day that was free	today day	today day	today		day						past
25	the rest of the week she was working	Amy ate a sandwich	4	unknown	23	English	None at this time	the rest of the week Amy was working	rest work	rest work	rest		work						past
25	he wanted to learn how to run a garden	Jack read a book about gardening	0	good	23	English	None at this time	Jack wanted to learn how to run a garden	Jack want	Jack want learn	Jack		want				learn		future
25	he wanted some fresh vegetables	Jack read a book about gardening	1	good	23	English	None at this time	Jack wanted some fresh vegetables	Jack want	Jack want vegetable	Jack		want	vegetable					future
25	they taste a lot better than store bought	Jack read a book about gardening	2	good	23	English	None at this time	they taste a lot better than store bought	they taste	they taste	they		taste						past
25	they haven't been sitting	Jack read a book about gardening	3	good	23	English	None at this time	they haven't been sitting	they not sit	they not sit	they	not	sit						past
25	they were freshly cut	Jack read a book about gardening	4	unknown	23	English	None at this time	they were freshly cut	they cut	they cut	they		cut						past
25	he wanted something to eat	Tom cooked dinner	0	good	23	English	None at this time	Tom wanted something to eat	Tom want	Tom want eat something	Tom		want	something			eat		future
25	his stomach was making noises	Tom cooked dinner	1	good	23	English	None at this time	Tom's stomach was making noises	stomach make	stomach make noise	stomach		make	noise					past
25	he didn't eat for a long time	Tom cooked dinner	2	good	23	English	None at this time	Tom didn't eat for a long time	Tom not eat	Tom not eat time	Tom	not	eat	time					past
25	the amount of work he had to finish	Tom cooked dinner	3	bad	23	English	None at this time	the amount of work Tom had to finish	amount have	amount have finish	amount		have				finish		future
25	he was putting it off	Tom cooked dinner	4	unknown	23	English	None at this time	Tom was putting the amount of work Tom off	Tom put	Tom put amount	Tom		put	amount					past
25	it was broken	Sam repaired his bicycle	0	good	23	English	None at this time	his bicycle was broken	bicycle broken	bicycle broken	bicycle		broken						past
25	someone crashed it	Sam repaired his bicycle	1	good	23	English	None at this time	someone crashed his bicycle	someone crash	someone crash bicycle	someone		crash	bicycle					past
25	they were being careless	Sam repaired his bicycle	2	good	23	English	None at this time	they were being careless	they careless	they careless	they		careless						past
